GLOBAL_ID,processed_txt,travel_mode,sentiment,reasoning,model
3171,unbelievable!! no mask enforcement on buses!! wants churches closed but buses can run with no mask?? makes no sense.,Bus,Negative,The tweetster is unhappy about the lack of mask enforcement on buses.,llama2
3171,unbelievable!! no mask enforcement on buses!! wants churches closed but buses can run with no mask?? makes no sense.,Bus,Negative,The lack of mask enforcement on buses is inconsistent with the current COVID-19 restrictions.,mistral
3171,unbelievable!! no mask enforcement on buses!! wants churches closed but buses can run with no mask?? makes no sense.,,,,openai
3172,i do not want to hear marcia kramer's voice when i take the subway again https: and and t.co and swsd8drgia,Subway,Negative,The user expresses displeasure towards a specific subway announcer's voice.,llama2
3172,i do not want to hear marcia kramer's voice when i take the subway again https: and and t.co and swsd8drgia,Subway,Negative,The tweet expresses a negative sentiment towards the voice of Marcia Kramer on the subway.,mistral
3172,i do not want to hear marcia kramer's voice when i take the subway again https: and and t.co and swsd8drgia,,,,openai
3173,"yeah, it is a little gross and in need of cleaning, but it is far more fascinating than most parts of the subway: https: and and t.co and 8pfnqgra7d https: and and t.co and acm3dhzku4 https: and and t.co and hq7kgjj6l4",Unknown,Positive,The tweet is about the subway being fascinating despite its grossness.,llama2
3173,"yeah, it is a little gross and in need of cleaning, but it is far more fascinating than most parts of the subway: https: and and t.co and 8pfnqgra7d https: and and t.co and acm3dhzku4 https: and and t.co and hq7kgjj6l4",Subway,Positive,The tweet is about the fascination of the subway despite its cleanliness.,mistral
3173,"yeah, it is a little gross and in need of cleaning, but it is far more fascinating than most parts of the subway: https: and and t.co and 8pfnqgra7d https: and and t.co and acm3dhzku4 https: and and t.co and hq7kgjj6l4",,,,openai
3174,a train. took 15 minutes for one to come and trains are too crowded now for pandemic.,Subway,Negative,The subway is crowded due to the pandemic.,llama2
3174,a train. took 15 minutes for one to come and trains are too crowded now for pandemic.,Unknown,,,mistral
3174,a train. took 15 minutes for one to come and trains are too crowded now for pandemic.,,,,openai
3175,"if you have ever passed around alcohol in a paper bag with friends on a packed train train on a weekend evening, do not be worried about what is in the vaccine",Unknown,Neutral,The tweet does not mention travel modes or emotions.,llama2
3175,"if you have ever passed around alcohol in a paper bag with friends on a packed train train on a weekend evening, do not be worried about what is in the vaccine",Subway,Negative,The tweet is about passing around alcohol in a paper bag on a packed train on a weekend evening.,mistral
3175,"if you have ever passed around alcohol in a paper bag with friends on a packed train train on a weekend evening, do not be worried about what is in the vaccine",,,,openai
3176,train 53 is now 38 minutes late,Subway,Negative,"The train is delayed, causing inconvenience.",llama2
3176,train 53 is now 38 minutes late,Subway,Negative,The train was delayed by 38 minutes.,mistral
3176,train 53 is now 38 minutes late,,,,openai
3177,train 53 now operating 33 minutes late,Subway,Negative,"The train is delayed, causing inconvenience to passengers.",llama2
3177,train 53 now operating 33 minutes late,Subway,Negative,The train was delayed by 33 minutes.,mistral
3177,train 53 now operating 33 minutes late,,,,openai
3178,there is a man on this 3 train standing in between the subways cars smoking a cigarette,Subway,Negative,The smoking man is disruptive and unpleasant.,llama2
3178,there is a man on this 3 train standing in between the subways cars smoking a cigarette,Subway,Negative,"The man on the subway was smoking a cigarette, which is against the rules.",mistral
3178,there is a man on this 3 train standing in between the subways cars smoking a cigarette,,,,openai
3179,agree with this completely. the fact that this is not even being contemplated is really just damning of the mta. i would add that the subways have functioned as a shadow shelter system and we are going to have people freezing on our streets this winter. restore overnight service. https: and and t.co and aox5uqjcda,Subway,Positive,The tweet expresses support for restoring overnight subway service to help address the issue of people freezing on the streets during winter.,llama2
3179,agree with this completely. the fact that this is not even being contemplated is really just damning of the mta. i would add that the subways have functioned as a shadow shelter system and we are going to have people freezing on our streets this winter. restore overnight service. https: and and t.co and aox5uqjcda,Subway,Negative,The subway system is not functioning properly and people are freezing on the streets during winter.,mistral
3179,agree with this completely. the fact that this is not even being contemplated is really just damning of the mta. i would add that the subways have functioned as a shadow shelter system and we are going to have people freezing on our streets this winter. restore overnight service. https: and and t.co and aox5uqjcda,,,,openai
3180,or at least let people swipe in during the overnightish train running. i walk around in the middle of the night https: and and t.co and ccvfcxblew,Subway,Negative,The tweet is expressing frustration at the lack of swiping ability during overnight train runs.,llama2
3180,or at least let people swipe in during the overnightish train running. i walk around in the middle of the night https: and and t.co and ccvfcxblew,Subway,Negative,The subway service was not running smoothly during the overnight hours.,mistral
