Unnamed: 0,GLOBAL_ID,LOCAL_ID,processed_txt,date,_date_,WoY,travel_mode,sentiment,reasoning
2629,2629,5264,you want people to step in and help but only when your not there.. because i seem to remember watching a woman being literally sexually assaulted in the middle of a train platform and no one helped her that was caught on video no one helped her,2021-03-30 14:02:23+00:00,2021-03-30,2021-13,Subway,Negative,"The tweet describes a disturbing incident of sexual assault on a train platform with no one helping the victim, indicating a negative sentiment."
2630,2630,5266,"i am at mta bus si ferry &amp; ramp d (s40 and s42 and s44 and s52 and s90 and s94) in staten island, ny https: and and t.co and zqkbt4ombm",2021-03-30 13:28:46+00:00,2021-03-30,2021-13,Bus,,Can't determine sentiment
2631,2631,5268,"hey, f train riders: the nights and weekend repairs to your line's east river tunnel are done and done early. so sez mta construction chief janno lieber. from february 2020, yes, 2020: https: and and t.co and travmedcm2",2021-03-30 13:13:35+00:00,2021-03-30,2021-13,Subway,Positive,The night and weekend repairs to the F train line are completed ahead of schedule.
2632,2632,5269,"on crime in the subway and her repeated calls for an increased uniformed presence in the system, sarah feinberg sez, ""this has been a lonely campaign."" not a lot of people, she says, have called for more security in the subway. from last april: https: and and t.co and tlwkclavdx",2021-03-30 13:09:59+00:00,2021-03-30,2021-13,Subway,Neutral,"The tweet mentions Sarah Feinberg's campaign for increased security in the subway, indicating a neutral sentiment."
2633,2633,5270,"the two subway lines that have been running at less than full service the c &amp; f will have full service restored soon, nyct chief sarah feinberg sez during a session. took mta to court over this. from february in https: and and t.co and fbac4ouump",2021-03-30 12:49:09+00:00,2021-03-30,2021-13,Subway,Positive,The MTA is restoring full service to two subway lines after taking them to court over reduced service.
2634,2634,5271,"i am waiting for the q13 and q16 ( mta q13, q16, q28 (39th ave and union street) in flushing, ny) https: and and t.co and f1ekbvqqr1",2021-03-30 12:48:11+00:00,2021-03-30,2021-13,Unknown,Neutral,The tweet does not mention any sentiment towards travel.
2635,2635,5272,"i am at mta subway whitehall st (r and w) in new york, ny https: and and t.co and m8vn4bpsao",2021-03-30 12:45:40+00:00,2021-03-30,2021-13,Subway,Neutral,The tweet mentions the location of a subway station in New York City.
2636,2636,5277,i travelled many of years using the nyc subway. you would not catch me dead in one. it is despicable. and yes. it is the mayor's fault without question. https: and and t.co and toonofwsdu,2021-03-30 12:30:23+00:00,2021-03-30,2021-13,Subway,Negative,The tweet expresses a negative sentiment towards the NYC subway system and blames the mayor for its condition.
2637,2637,5279,"i am at mta subway dekalb ave (b and q and r) in brooklyn, ny https: and and t.co and n7uib0tyok",2021-03-30 12:29:57+00:00,2021-03-30,2021-13,Subway,Neutral,"The tweet is mentioning the location of a subway station and using a hashtag, indicating a neutral sentiment."
2638,2638,5283,"i just got on the 7 ( mta subway 74th st and roosevelt ave and jackson hts (7 and e and f and m and r) in elmhurst, ny) https: and and t.co and dewu0pg5f9",2021-03-30 12:21:11+00:00,2021-03-30,2021-13,Subway,Positive,The tweet mentions the 7 subway line and the location of the station.
2639,2639,5284,god grant me the strength to read on my 3 train commute,2021-03-30 11:54:29+00:00,2021-03-30,2021-13,Subway,Positive,The speaker is seeking strength to endure their long subway commute.
2640,2640,5285,there is someone across from me blasting tokischa this early on the train ..,2021-03-30 11:45:01+00:00,2021-03-30,2021-13,Subway,Negative,The loud music is disrupting the peaceful morning commute.
2641,2641,5287,"i am at mta nyct linden shop in brooklyn, ny https: and and t.co and oxp3v8p9kh",2021-03-30 10:55:49+00:00,2021-03-30,2021-13,Unknown,Neutral,The tweet does not mention any sentiment towards travel.
2642,2642,5288,i think everyone should get $.50 back for every minute that the mta is late. someone run me my check fit $57.50 please.,2021-03-30 10:33:34+00:00,2021-03-30,2021-13,Taxi,Positive,The tweet expresses frustration with the MTA's lateness and a desire for financial compensation.
2643,2643,5289,over the weekend a man entered my subway car with a gushing stab wound and... my fight or flight.... it was flight all the way,2021-03-30 09:23:06+00:00,2021-03-30,2021-13,Subway,Negative,The writer was in a dangerous situation on the subway.
2644,2644,5290,i prefer a little subway excitement like,2021-03-30 06:59:06+00:00,2021-03-30,2021-13,Subway,Positive,The tweet expresses a positive sentiment towards subway excitement.
2645,2645,5291,joy riders with a taser. what a clown show train wreck juan is.,2021-03-30 05:16:25+00:00,2021-03-30,2021-13,Unknown,,
2646,2646,5292,doubtful you will find many white supremacists on the j train.,2021-03-30 04:26:26+00:00,2021-03-30,2021-13,Subway,Positive,The tweet expresses optimism that there are few white supremacists on the J train.
2647,2647,5296,an underlying problem (which does not excuse bike lane parking!) is there is nowhere for mta express buses (which do not turn immediately at the terminal) to stage themselves for their route starts. that is why they are stored in (e.g.) the 2 av and e 23 st bus lanes during the day.,2021-03-30 03:26:43+00:00,2021-03-30,2021-13,Bus,Neutral,"The tweet discusses a problem with bus staging areas, but does not express a positive or negative sentiment."
2648,2648,5297,too many people on the train to get a clear pic,2021-03-30 03:07:51+00:00,2021-03-30,2021-13,Subway,Neutral,"The tweet mentions that there are too many people on the train, indicating a neutral sentiment."
2649,2649,5298,me &amp; strangers on the a train when we are all vaxed https: and and t.co and gnvjbtjucz,2021-03-30 03:07:03+00:00,2021-03-30,2021-13,Subway,Positive,"The tweet mentions vaccination and traveling on the subway, indicating a positive sentiment."
2650,2650,5299,ayooo getting that real new yorker legitimacy because i finally cried on the subway and do not give a fuck about anyone judging me,2021-03-30 02:53:56+00:00,2021-03-30,2021-13,Subway,Positive,"The tweet expresses a positive sentiment towards the person's newfound ""legitimacy"" as a New Yorker after crying on the subway."
2651,2651,5300,taking my mask off on the train whenever a cute girl gets on,2021-03-30 02:33:03+00:00,2021-03-30,2021-13,Subway,Positive,The tweet expresses excitement and admiration for a cute girl on the train.
2652,2652,5303,this sickens me. a train full of folks watching this happen.,2021-03-30 02:07:46+00:00,2021-03-30,2021-13,Subway,Negative,The tweet expresses disgust at a train full of people witnessing an incident.
2653,2653,5304,"i am at mta subway 42nd st and times square and port authority bus terminal (a and c and e and n and q and are and w and s and 1 and 2 and 3 and 7) in new york, ny https: and and t.co and hfyrt5ci8x",2021-03-30 01:16:53+00:00,2021-03-30,2021-13,Subway,Positive,The tweet is mentioning the MTA subway and bus stations in New York City.
2654,2654,5305,bitches is lost . are not no way i am letting my girl ride the train at 9pm i do not even let women i date take the train to come over.,2021-03-30 01:10:45+00:00,2021-03-30,2021-13,Subway,Negative,The speaker does not want their girl to take the train at 9pm.
2655,2655,5306,women be getting on the train with babies in the middle of a pandemic. pick better baby father's and the baby biracial too laugh,2021-03-30 01:08:39+00:00,2021-03-30,2021-13,Subway,Negative,The tweet expresses negative sentiment towards people who are bringing babies on the train during a pandemic.
2656,2656,5307,the train sound gimmick bro....train sounds!!!,2021-03-30 00:53:48+00:00,2021-03-30,2021-13,Subway,Positive,The tweet is excited about the train sounds.
2657,2657,5309,"due to signal problems, experiencing major delays on my train home. at least i have a nice view. wish i has a seat new york city, n.y. https: and and t.co and pj1hxbegxf",2020-02-07 23:53:02+00:00,2020-02-07,2020-05,Subway,Negative,"The tweet mentions signal problems and delays on the train, indicating a negative sentiment."
2658,2658,5310,"i hope everyone is having a lovely evening except the mta, you all can absolutely choke",2020-02-07 23:51:18+00:00,2020-02-07,2020-05,Unknown,,
2659,2659,5312,i am crying on this train,2020-02-07 23:48:43+00:00,2020-02-07,2020-05,Subway,Negative,"The tweet mentions crying on a train, indicating a negative emotion."
2660,2660,5313,thanks for being an absolute joke and missing a connection by 10 minutes for no reason... a joke,2020-02-07 23:47:56+00:00,2020-02-07,2020-05,Subway,Negative,The subway missed a connection due to no reason.
2661,2661,5314,like every fucking time i take the train i immediately regret it! i literally only got on with my bike so that i would not bike across the east river in this heavy wind. been stuck on a b train on the bridge for 5+ mins and counting. https: and and t.co and y8phkpy0gr,2020-02-07 23:44:56+00:00,2020-02-07,2020-05,Subway,Negative,"The tweet expresses frustration with taking the train, specifically mentioning the long wait time and unpleasant experience."
2662,2662,5315,"can someone please explain to me why most of my issues in nyc are subway related? do i have this like ""give me as much shit as possible"" vibe when i am on the platform or on the train? i am standing waiting for the train 2 bitches pull up 2 inches from me but there is mad space!",2020-02-07 23:43:25+00:00,2020-02-07,2020-05,Subway,Negative,The writer is frustrated with frequent subway delays and limited space on the train.
2663,2663,5318,there is a mom with the prettiest baby girl next to me on the train and i cannot stop looking at her omg.,2020-02-07 23:38:47+00:00,2020-02-07,2020-05,Subway,Positive,The speaker is admiring a stranger's baby on the train.
2664,2664,5319,". this shit is wild, signal issues, overcrowded trains, every single day. wtf! and i have to speak this way to accurately depict my disdain and annoyance.",2020-02-07 23:33:45+00:00,2020-02-07,2020-05,Subway,Negative,The tweet expresses frustration with the subway system's frequent signal issues and overcrowding.
2665,2665,5320,might want to update your shiny app. q trains do not have good service right now. we have been sitting at canal street for 10 minutes,2020-02-07 23:31:13+00:00,2020-02-07,2020-05,Subway,Negative,The app did not provide accurate information about the Q train service.
